f_findingid,s_studyid,s_interventionid,s_intervention_name,s_citation,s_purpose_of_review,s_protocol,s_protocol_version,s_standards_version,s_study_design,s_study_rating,s_program_type_curriculum,s_program_type_policy,s_program_type_practice,s_program_type_school_level,s_program_type_supplement,s_program_type_teacher_level,s_delivery_method_individual,s_delivery_method_school,s_delivery_method_small_group,s_delivery_method_whole_class,f_outcome_domain,f_outcome_measure,f_is_subgroup,f_ss,f_t_ss,f_c_ss,f_t_cluster_ss,f_c_cluster_ss,f_cluster_ss,f_t_mean,f_c_mean,f_t_sd,f_c_sd,f_effect_size_study,f_effect_size_wwc,f_p_value_study,f_p_value_wwc,f_icc,s_multisite,revised_outcome_measure,topic_area,outcome_type,qed,with_res,grade_ece,grade_3_6,grade_k_3,grade_6_9,grade_9_12,standards_21_plus,alphabetics,literacy,math,other,science,interpersonal,intrapersonal,progress,comprehension,fluency,writing,broad,narrow,researcher,developer
3266,67265,1093,The Head Start REDI Program,"Bierman, K. L., Domitrovich, C. E., Nix, R. L., Gest, S. D., Welsh, J. A., Greenberg, M. T., et al. (2008). Promoting academic and social-emotional school readiness: the Head Start REDI program. Child Development, 79(6),1802&ndash;1817.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,Social-emotional development,adhd rating scale: teacher,False,356,178,178,44,44,88,.66000003,.73000002,.63,.66000003,-.14,-.14466372,,,.2,,adhd rating scale,behavior,narrow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3263,67265,1093,The Head Start REDI Program,"Bierman, K. L., Domitrovich, C. E., Nix, R. L., Gest, S. D., Welsh, J. A., Greenberg, M. T., et al. (2008). Promoting academic and social-emotional school readiness: the Head Start REDI program. Child Development, 79(6),1802&ndash;1817.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,Social-emotional development,teacher observation of child adaptation (toca): observer,False,356,178,178,44,44,88,.30000001,.37,.31,.34,-.19,-.28687412,,,.2,,teacher observation of child adaptation (toca),behavior,narrow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3245,67265,1093,The Head Start REDI Program,"Bierman, K. L., Domitrovich, C. E., Nix, R. L., Gest, S. D., Welsh, J. A., Greenberg, M. T., et al. (2008). Promoting academic and social-emotional school readiness: the Head Start REDI program. Child Development, 79(6),1802&ndash;1817.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,Language development,expressive one-word picture vocabulary test,False,356,178,178,44,44,88,42.790001,41.029999,11.55,11.24,.15000001,.20591922,,,.2,,expressive one word picture vocabulary test (eowpvt),literacy,narrow,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3254,67265,1093,The Head Start REDI Program,"Bierman, K. L., Domitrovich, C. E., Nix, R. L., Gest, S. D., Welsh, J. A., Greenberg, M. T., et al. (2008). Promoting academic and social-emotional school readiness: the Head Start REDI program. Child Development, 79(6),1802&ndash;1817.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,Social-emotional development,challenging situations task-competent responses,False,356,178,178,44,44,88,3.1600001,2.29,2.55,2.05,.34999999,.50139457,,,.2,,challenging situations task,behavior,narrow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3250,67265,1093,The Head Start REDI Program,"Bierman, K. L., Domitrovich, C. E., Nix, R. L., Gest, S. D., Welsh, J. A., Greenberg, M. T., et al. (2008). Promoting academic and social-emotional school readiness: the Head Start REDI program. Child Development, 79(6),1802&ndash;1817.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,Language development,print awareness subtest of topel,False,356,178,178,44,44,88,18.84,16.49,12.84,12.59,.16,.2464162,,,.2,,test of preschool early literacy (topel),literacy,narrow,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3248,67265,1093,The Head Start REDI Program,"Bierman, K. L., Domitrovich, C. E., Nix, R. L., Gest, S. D., Welsh, J. A., Greenberg, M. T., et al. (2008). Promoting academic and social-emotional school readiness: the Head Start REDI program. Child Development, 79(6),1802&ndash;1817.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,Language development,blending subtest of the topel,False,356,178,178,44,44,88,14.71,13.04,4.3299999,4.3000002,.38999999,.51602626,,,.2,,test of preschool early literacy (topel),literacy,narrow,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3264,67265,1093,The Head Start REDI Program,"Bierman, K. L., Domitrovich, C. E., Nix, R. L., Gest, S. D., Welsh, J. A., Greenberg, M. T., et al. (2008). Promoting academic and social-emotional school readiness: the Head Start REDI program. Child Development, 79(6),1802&ndash;1817.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,Social-emotional development,engagement inventory-teacher,False,356,178,178,44,44,88,5.0799999,4.9699998,.86000001,.89999998,.17,.16662364,,,.2,,researcher,behavior,researcher,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3258,67265,1093,The Head Start REDI Program,"Bierman, K. L., Domitrovich, C. E., Nix, R. L., Gest, S. D., Welsh, J. A., Greenberg, M. T., et al. (2008). Promoting academic and social-emotional school readiness: the Head Start REDI program. Child Development, 79(6),1802&ndash;1817.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,Social-emotional development,social competence scale- parent version,False,356,178,178,44,44,88,3.73,3.6600001,.80000001,.83999997,.090000004,.1137873,,,.2,,social competence scale,behavior,narrow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3247,67265,1093,The Head Start REDI Program,"Bierman, K. L., Domitrovich, C. E., Nix, R. L., Gest, S. D., Welsh, J. A., Greenberg, M. T., et al. (2008). Promoting academic and social-emotional school readiness: the Head Start REDI program. Child Development, 79(6),1802&ndash;1817.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,Language development,sentence imitation subtest of the told,False,356,178,178,44,44,88,1.5700001,1.5599999,.75,.80000001,-.039999999,-.017195357,,,.2,,test of language development (told),literacy,narrow,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3259,67265,1093,The Head Start REDI Program,"Bierman, K. L., Domitrovich, C. E., Nix, R. L., Gest, S. D., Welsh, J. A., Greenberg, M. T., et al. (2008). Promoting academic and social-emotional school readiness: the Head Start REDI program. Child Development, 79(6),1802&ndash;1817.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,Social-emotional development,social competence scale: observer,False,356,178,178,44,44,88,2.3599999,2.21,.49000001,.52999997,.25999999,.39185566,,,.2,,social competence scale,behavior,narrow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3262,67265,1093,The Head Start REDI Program,"Bierman, K. L., Domitrovich, C. E., Nix, R. L., Gest, S. D., Welsh, J. A., Greenberg, M. T., et al. (2008). Promoting academic and social-emotional school readiness: the Head Start REDI program. Child Development, 79(6),1802&ndash;1817.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,Social-emotional development,teacher observation of child adaptation (toca): parent,False,356,178,178,44,44,88,2.71,2.8599999,.99000001,.97000003,-.13,-.20407102,,,.2,,teacher observation of child adaptation (toca),behavior,narrow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3256,67265,1093,The Head Start REDI Program,"Bierman, K. L., Domitrovich, C. E., Nix, R. L., Gest, S. D., Welsh, J. A., Greenberg, M. T., et al. (2008). Promoting academic and social-emotional school readiness: the Head Start REDI program. Child Development, 79(6),1802&ndash;1817.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,Social-emotional development,social competence scale- teacher version,False,356,178,178,44,44,88,4.1500001,3.98,.81999999,.88,.23999999,.26650074,,,.2,,social competence scale,behavior,narrow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3252,67265,1093,The Head Start REDI Program,"Bierman, K. L., Domitrovich, C. E., Nix, R. L., Gest, S. D., Welsh, J. A., Greenberg, M. T., et al. (2008). Promoting academic and social-emotional school readiness: the Head Start REDI program. Child Development, 79(6),1802&ndash;1817.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,Social-emotional development,emotion recognition questionnaire,False,356,178,178,44,44,88,1.61,1.52,.23999999,.25999999,.23,.47961646,,,.2,,emotion recognition questionnaire,behavior,narrow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3253,67265,1093,The Head Start REDI Program,"Bierman, K. L., Domitrovich, C. E., Nix, R. L., Gest, S. D., Welsh, J. A., Greenberg, M. T., et al. (2008). Promoting academic and social-emotional school readiness: the Head Start REDI program. Child Development, 79(6),1802&ndash;1817.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,Social-emotional development,challenging situations task-aggressive responses,False,356,178,178,44,44,88,1.53,2.0599999,2.21,2.55,-.20999999,-.29616421,,,.2,,challenging situations task,behavior,narrow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3269,67265,1093,The Head Start REDI Program,"Bierman, K. L., Domitrovich, C. E., Nix, R. L., Gest, S. D., Welsh, J. A., Greenberg, M. T., et al. (2008). Promoting academic and social-emotional school readiness: the Head Start REDI program. Child Development, 79(6),1802&ndash;1817.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,Social-emotional development,reading engagement- parent,False,356,178,178,44,44,88,.050000001,-.050000001,.50999999,.64999998,.17,.22822888,,,.2,,researcher-frequency,behavior,researcher,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3260,67265,1093,The Head Start REDI Program,"Bierman, K. L., Domitrovich, C. E., Nix, R. L., Gest, S. D., Welsh, J. A., Greenberg, M. T., et al. (2008). Promoting academic and social-emotional school readiness: the Head Start REDI program. Child Development, 79(6),1802&ndash;1817.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,Social-emotional development,teacher observation of child adaptation (toca): teacher,False,356,178,178,44,44,88,3.6900001,4.1199999,1.52,1.7,-.28,-.35555255,,,.2,,teacher observation of child adaptation (toca),behavior,narrow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3246,67265,1093,The Head Start REDI Program,"Bierman, K. L., Domitrovich, C. E., Nix, R. L., Gest, S. D., Welsh, J. A., Greenberg, M. T., et al. (2008). Promoting academic and social-emotional school readiness: the Head Start REDI program. Child Development, 79(6),1802&ndash;1817.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,Language development,gramatical understanding subtest of the told,False,356,178,178,44,44,88,11.95,11.72,4.6999998,4.9000001,-.07,-.063875027,,,.2,,test of language development (told),literacy,narrow,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3255,67265,1093,The Head Start REDI Program,"Bierman, K. L., Domitrovich, C. E., Nix, R. L., Gest, S. D., Welsh, J. A., Greenberg, M. T., et al. (2008). Promoting academic and social-emotional school readiness: the Head Start REDI program. Child Development, 79(6),1802&ndash;1817.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,Social-emotional development,challenging situations task-inept responses,False,356,178,178,44,44,88,1.9400001,2.5599999,2.01,2.3399999,-.28,-.37898764,,,.2,,challenging situations task,behavior,narrow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3251,67265,1093,The Head Start REDI Program,"Bierman, K. L., Domitrovich, C. E., Nix, R. L., Gest, S. D., Welsh, J. A., Greenberg, M. T., et al. (2008). Promoting academic and social-emotional school readiness: the Head Start REDI program. Child Development, 79(6),1802&ndash;1817.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,Social-emotional development,assessment of children's emotion skills,False,356,178,178,44,44,88,7.4499998,7.1199999,2.3599999,2.28,.20999999,.18962699,,,.2,,assessment of children's emotion skills,behavior,narrow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3249,67265,1093,The Head Start REDI Program,"Bierman, K. L., Domitrovich, C. E., Nix, R. L., Gest, S. D., Welsh, J. A., Greenberg, M. T., et al. (2008). Promoting academic and social-emotional school readiness: the Head Start REDI program. Child Development, 79(6),1802&ndash;1817.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,Language development,elison subtest of topel,False,356,178,178,44,44,88,11.19,9.6099997,4.02,3.5799999,.34999999,.55345923,,,.2,,test of preschool early literacy (topel),literacy,narrow,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3265,67265,1093,The Head Start REDI Program,"Bierman, K. L., Domitrovich, C. E., Nix, R. L., Gest, S. D., Welsh, J. A., Greenberg, M. T., et al. (2008). Promoting academic and social-emotional school readiness: the Head Start REDI program. Child Development, 79(6),1802&ndash;1817.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,Social-emotional development,adapted leiter-r assessor (task orientation observer),False,356,178,178,44,44,88,3.49,3.3800001,.49000001,.49000001,.28999999,.29931971,,,.2,,adapted leiter-r assessor report,behavior,narrow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3267,67265,1093,The Head Start REDI Program,"Bierman, K. L., Domitrovich, C. E., Nix, R. L., Gest, S. D., Welsh, J. A., Greenberg, M. T., et al. (2008). Promoting academic and social-emotional school readiness: the Head Start REDI program. Child Development, 79(6),1802&ndash;1817.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,Social-emotional development,adhd rating scale: parent,False,356,178,178,44,44,88,1.48,1.64,.81,.69999999,-.1,-.28181392,,,.2,,adhd rating scale,behavior,narrow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3332,67267,1106,Supplemental Literacy Classes,"Corrin, W., Somers, M.-A., Kemple, J., Nelson, E., & Sepanik, S. (2009). The Enhanced Reading Opportunities study: Findings from the second year of implementation (NCEE 2009-4036). Washington, DC: National Center for Education Evaluation and Regional Assistance, Institute of Education Sciences, U.S. Department of Education.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,Comprehension,group reading assessment and diagnostic examination (grade): reading comprehension subtest,False,2171,1264,907,,,,,,,,.079999998,.079999998,,.066993669,,,group reading assessment and diagnostic evaluation (grade),literacy,narrow,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3335,67267,1106,Supplemental Literacy Classes,"Corrin, W., Somers, M.-A., Kemple, J., Nelson, E., & Sepanik, S. (2009). The Enhanced Reading Opportunities study: Findings from the second year of implementation (NCEE 2009-4036). Washington, DC: National Center for Education Evaluation and Regional Assistance, Institute of Education Sciences, U.S. Department of Education.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,Reading achievement,amount of non-school-related reading,False,2161,1260,901,,,,,,,,.0099999998,.0099999998,,.81886733,,,researcher,literacy,researcher,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3333,67267,1106,Supplemental Literacy Classes,"Corrin, W., Somers, M.-A., Kemple, J., Nelson, E., & Sepanik, S. (2009). The Enhanced Reading Opportunities study: Findings from the second year of implementation (NCEE 2009-4036). Washington, DC: National Center for Education Evaluation and Regional Assistance, Institute of Education Sciences, U.S. Department of Education.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,Comprehension,group reading assessment and diagnostic evaluation (grade): vocabulary subtest,False,2171,1264,907,,,,,,,,0,0,,.99998999,,,group reading assessment and diagnostic evaluation (grade),literacy,narrow,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3336,67267,1106,Supplemental Literacy Classes,"Corrin, W., Somers, M.-A., Kemple, J., Nelson, E., & Sepanik, S. (2009). The Enhanced Reading Opportunities study: Findings from the second year of implementation (NCEE 2009-4036). Washington, DC: National Center for Education Evaluation and Regional Assistance, Institute of Education Sciences, U.S. Department of Education.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,Reading achievement,use of reflective reading strategies,False,2161,1260,901,,,,,,,,.090000004,.090000004,,.039989483,,,researcher,literacy,researcher,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3334,67267,1106,Supplemental Literacy Classes,"Corrin, W., Somers, M.-A., Kemple, J., Nelson, E., & Sepanik, S. (2009). The Enhanced Reading Opportunities study: Findings from the second year of implementation (NCEE 2009-4036). Washington, DC: National Center for Education Evaluation and Regional Assistance, Institute of Education Sciences, U.S. Department of Education.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,Reading achievement,amount of school-related reading,False,2161,1260,901,,,,,,,,.0099999998,.0099999998,,.81886733,,,researcher,literacy,researcher,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3347,67271,1068,Alternate Route to Teacher Certification,"Constantine, J., Player, D., Silva, T., Hallgren, K., Grider, M., & Deke, J. (2009). An evaluation of teachers trained through different routes to certification: Final report (NCEE 2009-4043). Washington, DC: National Center for Education Evaluation and Regional Assistance, Institute of Education Sciences, U.S. Department of Education.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,General Mathematics Achievement,math,False,2611,1392,1219,45,45,90,41.75,42.77,21.059999,21.059999,-.050000001,-.048419125,,.20342255,,,california achievement test (cat),math,broad,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3346,67271,1068,Alternate Route to Teacher Certification,"Constantine, J., Player, D., Silva, T., Hallgren, K., Grider, M., & Deke, J. (2009). An evaluation of teachers trained through different routes to certification: Final report (NCEE 2009-4043). Washington, DC: National Center for Education Evaluation and Regional Assistance, Institute of Education Sciences, U.S. Department of Education.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,Reading achievement,reading,False,2611,1392,1219,45,45,90,38.509998,38.619999,21.059999,21.059999,-.0099999998,-.00522167,,.79895318,,,california achievement test (cat),literacy,broad,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3407,67279,1044,DC Opportunity Scholarship Program,"Wolf, P., Gutmann, B., Puma, M., Kisida, B., Rizzo, L., & Eissa, N. (2009). Evaluation of the DC Opportunity Scholarship Program: Impacts after three years (NCEE 2009-4050). Washington, DC: National Center for Education Evaluation and Regional Assistance, Institute of Education Sciences, U.S. Department of Education.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,1,0,0,0,General Mathematics Achievement,sat-9: math,False,1460,730,730,,,,629.5,629.34003,29.82,31.700001,.029999999,.006932178,,,,,stanford achievement test (sat),math,broad,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3406,67279,1044,DC Opportunity Scholarship Program,"Wolf, P., Gutmann, B., Puma, M., Kisida, B., Rizzo, L., & Eissa, N. (2009). Evaluation of the DC Opportunity Scholarship Program: Impacts after three years (NCEE 2009-4050). Washington, DC: National Center for Education Evaluation and Regional Assistance, Institute of Education Sciences, U.S. Department of Education.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,1,0,0,0,Reading achievement,sat-9: reading,False,1460,909,551,,,,635.98999,630.97998,35.060001,34.52,.13,.143655,,.01665131,,,stanford achievement test (sat),literacy,broad,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2580,67280,1038,Experience Corps Program,"Morrow-Howell, N., Jonson-Reid, M., McCrary, S., Lee, Y., & Spitznagel, E. (2009). Evaluation of Experience Corps: Student reading outcomes. St. Louis: Washington University, George Warren Brown School of Social Work, Center for Social Development.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,1,0,Reading achievement,woodcock johnson (wj): passage comprehension subtest,False,881,430,451,,,,88.690002,87.169998,,,.13,.13,.039999999,.054704074,,,woodcock johnson,literacy,narrow,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2582,67280,1038,Experience Corps Program,"Morrow-Howell, N., Jonson-Reid, M., McCrary, S., Lee, Y., & Spitznagel, E. (2009). Evaluation of Experience Corps: Student reading outcomes. St. Louis: Washington University, George Warren Brown School of Social Work, Center for Social Development.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,1,0,Reading achievement,grade specific reading,False,881,430,451,,,,2.76,2.6600001,,,.16,.16,.0040000002,.018232802,,,researcher,literacy,researcher,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2581,67280,1038,Experience Corps Program,"Morrow-Howell, N., Jonson-Reid, M., McCrary, S., Lee, Y., & Spitznagel, E. (2009). Evaluation of Experience Corps: Student reading outcomes. St. Louis: Washington University, George Warren Brown School of Social Work, Center for Social Development.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,1,0,Reading achievement,peabody picture vocabulary test (ppvt),False,881,430,451,,,,82.720001,82.699997,,,0,0,,.99998999,,,peabody individual achievement test (piat),literacy,narrow,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2579,67280,1038,Experience Corps Program,"Morrow-Howell, N., Jonson-Reid, M., McCrary, S., Lee, Y., & Spitznagel, E. (2009). Evaluation of Experience Corps: Student reading outcomes. St. Louis: Washington University, George Warren Brown School of Social Work, Center for Social Development.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,1,0,Reading achievement,woodcock johnson (wj): word attack subtest,False,881,430,451,,,,95.790001,94.199997,,,.1,.1,.07,.13894883,,,woodcock johnson,literacy,narrow,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1135,67284,726,Project CRISSÃÂÃÂ®,"James-Burdumy, S., Mansfield, W., Deke, J., Carey, N., Lugo-Gil, J., Hershey, A., Douglas, A., Gersten, R., Newman-Gonchar, R., Dimino, J., & Faddis, B. (2009). Effectiveness of selected supplemental reading comprehension interventions: Impacts on a first cohort of fifth-grade students (NCEE 2009-4032). Washington, DC: National Center for Education Evaluation and Regional Assistance, Institute of Education Sciences, U.S. Department of Education.",Intervention Report,Adolescent Literacy,2,2,RCT,Meets WWC standards without reservations,1,0,0,0,0,0,0,0,0,1,Comprehension,ets: social studies comprehension,False,1140,571,569,17,21,38,499.64001,500.60999,30.57,29.68,-.029999999,-.0321736,,.61290753,,,education testing service social studies reading comprehension assessment (unpublished),literacy,broad,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1134,67284,726,Project CRISSÃÂÃÂ®,"James-Burdumy, S., Mansfield, W., Deke, J., Carey, N., Lugo-Gil, J., Hershey, A., Douglas, A., Gersten, R., Newman-Gonchar, R., Dimino, J., & Faddis, B. (2009). Effectiveness of selected supplemental reading comprehension interventions: Impacts on a first cohort of fifth-grade students (NCEE 2009-4032). Washington, DC: National Center for Education Evaluation and Regional Assistance, Institute of Education Sciences, U.S. Department of Education.",Intervention Report,Adolescent Literacy,2,2,RCT,Meets WWC standards without reservations,1,0,0,0,0,0,0,0,0,1,Comprehension,ets: science comprehension,False,1153,564,589,17,21,38,501.44,500.76001,29.51,27.59,.02,.023806268,,.73448664,,,education testing service science reading comprehension assessment (unpublished),literacy,broad,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1133,67284,726,Project CRISSÃÂÃÂ®,"James-Burdumy, S., Mansfield, W., Deke, J., Carey, N., Lugo-Gil, J., Hershey, A., Douglas, A., Gersten, R., Newman-Gonchar, R., Dimino, J., & Faddis, B. (2009). Effectiveness of selected supplemental reading comprehension interventions: Impacts on a first cohort of fifth-grade students (NCEE 2009-4032). Washington, DC: National Center for Education Evaluation and Regional Assistance, Institute of Education Sciences, U.S. Department of Education.",Intervention Report,Adolescent Literacy,2,2,RCT,Meets WWC standards without reservations,1,0,0,0,0,0,0,0,0,1,Comprehension,group reading assessment and diagnostic evaluation (grade): passage comprehension subtest,False,2332,1152,1180,17,21,38,100.48,101.06,14.2,13.69,-.039999999,-.041580763,,.33494911,,,group reading assessment and diagnostic evaluation (grade),literacy,narrow,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3035,67285,1127,Reward Structures in Group Learning,"Hurley, E. A., Allen, B. A., & Boykin, A. W. (2009). Culture and the interaction of student ethnicity with reward structure in group learning. Cognition and Instruction, 27(2), 121-146.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,1,0,General Mathematics Achievement,math estimation,False,36,21,15,7,5,12,6.7199998,7,3.79,3.25,,-.076526999,,.82223058,,,researcher,math,researcher,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3038,67285,1127,Reward Structures in Group Learning,"Hurley, E. A., Allen, B. A., & Boykin, A. W. (2009). Culture and the interaction of student ethnicity with reward structure in group learning. Cognition and Instruction, 27(2), 121-146.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,1,0,General Mathematics Achievement,math estimation,False,51,24,27,8,9,17,8.46,6.4099998,4.1900001,4.1399999,,.48479408,,.090148993,,,researcher,math,researcher,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3033,67285,1127,Reward Structures in Group Learning,"Hurley, E. A., Allen, B. A., & Boykin, A. W. (2009). Culture and the interaction of student ethnicity with reward structure in group learning. Cognition and Instruction, 27(2), 121-146.",Quick Review,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,1,0,General Mathematics Achievement,math estimation,False,48,24,24,8,8,16,9.6300001,8.46,3.27,4.1900001,.31,.30621096,,.28836283,,,researcher,math,researcher,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
